City,Date,Holiday,Weather,Flavor,Weight
ALLONE ABBA,26/05/2021,FALSE,pleasant,berries,moderate
ALMAGOR,26/05/2021,FALSE,pleasant,berries,moderate
ALMAGOR,26/05/2021,FALSE,pleasant,strawberry,moderate
AHUZZAM,26/05/2021,FALSE,pleasant,chocolate,moderate
ATERET,26/05/2021,FALSE,pleasant,vanilla,moderate
AHISAMAKH,27/05/2021,FALSE,pleasant,oreo,high
AMIRIM,27/05/2021,FALSE,pleasant,oreo,high
AVIGEDOR,27/05/2021,FALSE,pleasant,strawberry,high
AMIRIM,27/05/2021,FALSE,pleasant,berries,high
ALLONE ABBA,27/05/2021,FALSE,pleasant,berries,high
ALLONE ABBA,27/05/2021,FALSE,pleasant,oreo,high
AHUZZAM,27/05/2021,FALSE,pleasant,oreo,high
AMIRIM,27/05/2021,FALSE,pleasant,chocolate,high
ALUMMOT,27/05/2021,FALSE,pleasant,oreo,high
ABU QUREINAT,27/05/2021,FALSE,pleasant,chocolate,high
ALMAGOR,27/05/2021,FALSE,pleasant,oreo,high
AHUZZAM,28/05/2021,FALSE,pleasant,chocolate,high
ABU QUREINAT,28/05/2021,FALSE,pleasant,berries,high
ABU QUREINAT,28/05/2021,FALSE,pleasant,vanilla,high
ALMAGOR,28/05/2021,FALSE,pleasant,vanilla,high
ARRABE,28/05/2021,FALSE,pleasant,strawberry,high
BAR GIYYORA,28/05/2021,FALSE,pleasant,oreo,high
AHISAMAKH,28/05/2021,FALSE,pleasant,strawberry,high
ALMAGOR,28/05/2021,FALSE,pleasant,chocolate,high
ANIAM,28/05/2021,FALSE,pleasant,oreo,high
AFULA,29/05/2021,FALSE,pleasant,chocolate,high
ALFE MENASHE,29/05/2021,FALSE,pleasant,oreo,high
AHUZZAT BARAQ,29/05/2021,FALSE,pleasant,chocolate,high
AHUZZAM,29/05/2021,FALSE,pleasant,berries,high
ASHQELON,29/05/2021,FALSE,pleasant,chocolate,high
AHISAMAKH,29/05/2021,FALSE,pleasant,strawberry,high
AMIRIM,29/05/2021,FALSE,pleasant,chocolate,high
ATERET,30/05/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,30/05/2021,FALSE,pleasant,vanilla,moderate
AMIRIM,30/05/2021,FALSE,pleasant,vanilla,moderate
BAR GIYYORA,30/05/2021,FALSE,pleasant,chocolate,moderate
ATERET,30/05/2021,FALSE,pleasant,oreo,moderate
ABU QUREINAT,30/05/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,30/05/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,30/05/2021,FALSE,pleasant,strawberry,moderate
AMMIAD,31/05/2021,FALSE,pleasant,oreo,moderate
AMMIAD,31/05/2021,FALSE,pleasant,chocolate,moderate
ASHDOD,31/05/2021,FALSE,pleasant,strawberry,moderate
ASHDOT YAAQOV(MEUHAD),31/05/2021,FALSE,pleasant,chocolate,moderate
BAR GIYYORA,31/05/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,31/05/2021,FALSE,pleasant,vanilla,moderate
AHUZZAM,31/05/2021,FALSE,pleasant,strawberry,moderate
BALFURYA,31/05/2021,FALSE,pleasant,oreo,moderate
AKKO,31/05/2021,FALSE,pleasant,oreo,moderate
ALMAGOR,31/05/2021,FALSE,pleasant,chocolate,moderate
AMIRIM,31/05/2021,FALSE,pleasant,chocolate,moderate
AMMIQAM,31/05/2021,FALSE,pleasant,berries,moderate
ASHDOD,31/05/2021,FALSE,pleasant,berries,moderate
ANIAM,01/06/2021,FALSE,hot,berries,high
BAR GIYYORA,01/06/2021,FALSE,hot,berries,high
BAR GIYYORA,01/06/2021,FALSE,hot,berries,high
AMMIAD,01/06/2021,FALSE,hot,berries,high
ASHDOD,01/06/2021,FALSE,hot,vanilla,high
ASHDOD,01/06/2021,FALSE,hot,vanilla,high
AMIRIM,01/06/2021,FALSE,hot,strawberry,high
AHUZZAM,01/06/2021,FALSE,hot,strawberry,high
AZRIEL,01/06/2021,FALSE,hot,strawberry,high
AHUZZAM,02/06/2021,FALSE,hot,vanilla,high
AMIRIM,02/06/2021,FALSE,hot,berries,high
ASHDOD,02/06/2021,FALSE,hot,berries,high
ALUMIM,02/06/2021,FALSE,hot,vanilla,high
ABU QUREINAT,02/06/2021,FALSE,hot,strawberry,high
AHUZZAM,02/06/2021,FALSE,hot,strawberry,high
ATERET,03/06/2021,FALSE,hot,strawberry,moderate
AMMIAD,03/06/2021,FALSE,hot,oreo,moderate
AHUZZAM,03/06/2021,FALSE,hot,vanilla,moderate
ASHDOD,03/06/2021,FALSE,hot,berries,moderate
AMMIAD,03/06/2021,FALSE,hot,strawberry,moderate
AVNE ETAN,03/06/2021,FALSE,hot,oreo,moderate
ANIAM,03/06/2021,FALSE,hot,chocolate,moderate
ABU SINAN,03/06/2021,FALSE,hot,chocolate,moderate
AZRIEL,04/06/2021,FALSE,hot,strawberry,moderate
ALUMMOT,04/06/2021,FALSE,hot,strawberry,moderate
ATERET,04/06/2021,FALSE,hot,berries,moderate
BAR GIYYORA,04/06/2021,FALSE,hot,vanilla,moderate
BAR GIYYORA,04/06/2021,FALSE,hot,berries,moderate
ABU QUREINAT,04/06/2021,FALSE,hot,oreo,moderate
ANIAM,04/06/2021,FALSE,hot,vanilla,moderate
ABU QUREINAT,05/06/2021,FALSE,hot,berries,moderate
AMMIAD,05/06/2021,FALSE,hot,chocolate,moderate
ASHDOD,05/06/2021,FALSE,hot,oreo,moderate
ABU QUREINAT,05/06/2021,FALSE,hot,vanilla,moderate
ATERET,05/06/2021,FALSE,hot,strawberry,moderate
ALUMMOT,05/06/2021,FALSE,hot,oreo,moderate
ALMAGOR,05/06/2021,FALSE,hot,vanilla,moderate
AVIGEDOR,05/06/2021,FALSE,hot,berries,moderate
ANIAM,05/06/2021,FALSE,hot,vanilla,moderate
ATSMON SEGEV,06/06/2021,FALSE,hot,oreo,high
ANIAM,06/06/2021,FALSE,hot,oreo,high
AVNE HEFEZ,06/06/2021,FALSE,hot,vanilla,high
ALMAGOR,06/06/2021,FALSE,hot,vanilla,high
ANIAM,06/06/2021,FALSE,hot,chocolate,high
ABU QUREINAT,06/06/2021,FALSE,hot,oreo,high
ADAMIT,06/06/2021,FALSE,hot,berries,high
ADANIM,06/06/2021,FALSE,hot,berries,high
ATERET,06/06/2021,FALSE,hot,berries,high
AHUZZAM,06/06/2021,FALSE,hot,oreo,high
AMIRIM,07/06/2021,FALSE,hot,chocolate,high
AMIRIM,07/06/2021,FALSE,hot,berries,high
ATERET,07/06/2021,FALSE,hot,strawberry,high
ANIAM,07/06/2021,FALSE,hot,oreo,high
ASFAR,07/06/2021,FALSE,hot,strawberry,high
BAR GIYYORA,07/06/2021,FALSE,hot,chocolate,high
ASHDOD,07/06/2021,FALSE,hot,vanilla,high
AHAWA,07/06/2021,FALSE,hot,vanilla,high
ABU QUREINAT,07/06/2021,FALSE,hot,berries,high
ABU QUREINAT,07/06/2021,FALSE,hot,strawberry,high
ALUMMOT,08/06/2021,FALSE,hot,berries,high
ALUMMOT,08/06/2021,FALSE,hot,vanilla,high
AHUZZAM,08/06/2021,FALSE,hot,strawberry,high
ASHDOD,09/06/2021,FALSE,hot,vanilla,high
ATERET,09/06/2021,FALSE,hot,strawberry,high
AHIEZER,09/06/2021,FALSE,hot,berries,high
ADDERET,09/06/2021,FALSE,hot,chocolate,high
ADANIM,09/06/2021,FALSE,hot,vanilla,high
BAQA AL-GHARBIYYE,09/06/2021,FALSE,hot,berries,high
ALMAGOR,09/06/2021,FALSE,hot,berries,high
AMMIAD,10/06/2021,FALSE,hot,vanilla,moderate
ADI,10/06/2021,FALSE,hot,chocolate,moderate
ALUMMOT,10/06/2021,FALSE,hot,strawberry,moderate
AMIRIM,10/06/2021,FALSE,hot,vanilla,moderate
AFIQ,10/06/2021,FALSE,hot,berries,moderate
ATERET,10/06/2021,FALSE,hot,berries,moderate
AMMIAD,10/06/2021,FALSE,hot,berries,moderate
AHUZZAM,10/06/2021,FALSE,hot,vanilla,moderate
ALUMMOT,11/06/2021,FALSE,hot,vanilla,moderate
ASHDOD,11/06/2021,FALSE,hot,berries,moderate
ALMAGOR,11/06/2021,FALSE,hot,vanilla,moderate
ABU QUREINAT,11/06/2021,FALSE,hot,vanilla,moderate
AMMIAD,11/06/2021,FALSE,hot,vanilla,moderate
ALFE MENASHE,11/06/2021,FALSE,hot,strawberry,moderate
ABU QUREINAT,12/06/2021,FALSE,hot,chocolate,moderate
AFIQIM,12/06/2021,FALSE,hot,chocolate,moderate
AL SAYYID,12/06/2021,FALSE,hot,chocolate,moderate
ASHDOD,12/06/2021,FALSE,hot,chocolate,moderate
AMMIAD,12/06/2021,FALSE,hot,vanilla,moderate
ASHDOD,12/06/2021,FALSE,hot,chocolate,moderate
ALMAGOR,12/06/2021,FALSE,hot,strawberry,moderate
AHUZZAM,12/06/2021,FALSE,hot,vanilla,moderate
AMIRIM,12/06/2021,FALSE,hot,strawberry,moderate
ADANIM,12/06/2021,FALSE,hot,vanilla,moderate
AMMIAD,13/06/2021,FALSE,hot,oreo,high
AFIQIM,13/06/2021,FALSE,hot,berries,high
ATLIT,13/06/2021,FALSE,hot,oreo,high
AVNE HEFEZ,14/06/2021,FALSE,hot,oreo,high
ATERET,14/06/2021,FALSE,hot,strawberry,high
AHUZZAM,14/06/2021,FALSE,hot,chocolate,high
ASHDOD,14/06/2021,FALSE,hot,oreo,high
AMIRIM,14/06/2021,FALSE,hot,strawberry,high
BAR GIYYORA,15/06/2021,FALSE,hot,berries,high
AVIEZER,15/06/2021,FALSE,hot,vanilla,high
ARRABE,15/06/2021,FALSE,hot,strawberry,high
AHIHUD,15/06/2021,FALSE,hot,vanilla,high
AMIRIM,15/06/2021,FALSE,hot,berries,high
AHUZZAM,15/06/2021,FALSE,hot,berries,high
BAQA AL-GHARBIYYE,15/06/2021,FALSE,hot,strawberry,high
ASHDOD,15/06/2021,FALSE,hot,strawberry,high
ASHDOD,15/06/2021,FALSE,hot,strawberry,high
AMIRIM,15/06/2021,FALSE,hot,chocolate,high
AMIRIM,15/06/2021,FALSE,hot,strawberry,high
AMMIAD,15/06/2021,FALSE,hot,oreo,high
AMAZYA,15/06/2021,FALSE,hot,oreo,high
ANIAM,15/06/2021,FALSE,hot,chocolate,high
ANIAM,15/06/2021,FALSE,hot,oreo,high
ALMOG,15/06/2021,FALSE,hot,vanilla,high
BAHAN,15/06/2021,FALSE,hot,chocolate,high
ALMON,16/06/2021,FALSE,hot,strawberry,high
ASHDOD,16/06/2021,FALSE,hot,berries,high
ALMAGOR,16/06/2021,FALSE,hot,berries,high
BAR GIYYORA,16/06/2021,FALSE,hot,oreo,high
ABU QUREINAT,16/06/2021,FALSE,hot,strawberry,high
ASHDOD,16/06/2021,FALSE,hot,vanilla,high
BAR GIYYORA,16/06/2021,FALSE,hot,vanilla,high
ALMAGOR,16/06/2021,FALSE,hot,vanilla,high
AMMIOZ,16/06/2021,FALSE,hot,chocolate,high
ASHDOD,17/06/2021,FALSE,hot,oreo,moderate
ABU QUREINAT,17/06/2021,FALSE,hot,vanilla,moderate
ASHDOD,17/06/2021,FALSE,hot,berries,moderate
BAR GIYYORA,17/06/2021,FALSE,hot,strawberry,moderate
ANIAM,17/06/2021,FALSE,hot,berries,moderate
AVNE HEFEZ,17/06/2021,FALSE,hot,oreo,moderate
ANIAM,17/06/2021,FALSE,hot,oreo,moderate
AMIRIM,17/06/2021,FALSE,hot,strawberry,moderate
AMIRIM,17/06/2021,FALSE,hot,chocolate,moderate
ALLONIM,17/06/2021,FALSE,hot,oreo,moderate
AMIR,17/06/2021,FALSE,hot,vanilla,moderate
AMIRIM,18/06/2021,FALSE,hot,oreo,moderate
ANIAM,18/06/2021,FALSE,hot,chocolate,moderate
ALUMMOT,18/06/2021,FALSE,hot,oreo,moderate
AMMIAD,18/06/2021,FALSE,hot,oreo,moderate
ALUMIM,18/06/2021,FALSE,hot,oreo,moderate
ANIAM,18/06/2021,FALSE,hot,vanilla,moderate
AMMIAD,18/06/2021,FALSE,hot,oreo,moderate
ARGAMAN,18/06/2021,FALSE,hot,vanilla,moderate
ALMAGOR,18/06/2021,FALSE,hot,oreo,moderate
ABU TULUL,18/06/2021,FALSE,hot,berries,moderate
ANIAM,18/06/2021,FALSE,hot,berries,moderate
ATERET,19/06/2021,FALSE,hot,chocolate,moderate
ANIAM,19/06/2021,FALSE,hot,chocolate,moderate
ANIAM,19/06/2021,FALSE,hot,strawberry,moderate
ATERET,19/06/2021,FALSE,hot,chocolate,moderate
AMMIAD,19/06/2021,FALSE,hot,berries,moderate
AHUZZAM,19/06/2021,FALSE,hot,berries,moderate
AMMIAD,19/06/2021,FALSE,hot,oreo,moderate
ALUMMOT,19/06/2021,FALSE,hot,chocolate,moderate
AMMIHAY,20/06/2021,FALSE,hot,berries,high
ATERET,20/06/2021,FALSE,hot,vanilla,high
BAR GIYYORA,20/06/2021,FALSE,hot,vanilla,high
ASHDOD,20/06/2021,FALSE,hot,chocolate,high
ANIAM,20/06/2021,FALSE,hot,oreo,high
ATSMON SEGEV,20/06/2021,FALSE,hot,strawberry,high
ABU QUREINAT,20/06/2021,FALSE,hot,chocolate,high
ARGAMAN,20/06/2021,FALSE,hot,oreo,high
ASHDOD,20/06/2021,FALSE,hot,berries,high
ASHDOD,21/06/2021,FALSE,hot,oreo,high
AKKO,21/06/2021,FALSE,hot,vanilla,high
ALLONIM,21/06/2021,FALSE,hot,vanilla,high
AMIRIM,21/06/2021,FALSE,hot,berries,high
AMNUN,21/06/2021,FALSE,hot,chocolate,high
AMMIOZ,21/06/2021,FALSE,hot,oreo,high
ASHDOD,21/06/2021,FALSE,hot,chocolate,high
AMIRIM,21/06/2021,FALSE,hot,strawberry,high
ANIAM,22/06/2021,FALSE,hot,berries,high
AMMIAD,22/06/2021,FALSE,hot,strawberry,high
ALLON HAGALIL,22/06/2021,FALSE,hot,berries,high
BAR GIYYORA,22/06/2021,FALSE,hot,strawberry,high
ALUMMOT,22/06/2021,FALSE,hot,strawberry,high
AL-ARYAN,22/06/2021,FALSE,hot,oreo,high
AHUZZAM,23/06/2021,FALSE,hot,vanilla,high
ALMAGOR,23/06/2021,FALSE,hot,berries,high
ALMOG,23/06/2021,FALSE,hot,vanilla,high
AMNUN,23/06/2021,FALSE,hot,vanilla,high
AMIRIM,24/06/2021,FALSE,hot,strawberry,moderate
AMIRIM,24/06/2021,FALSE,hot,chocolate,moderate
ALMAGOR,24/06/2021,FALSE,hot,oreo,moderate
ALMAGOR,24/06/2021,FALSE,hot,strawberry,moderate
ANIAM,24/06/2021,FALSE,hot,oreo,moderate
ALMAGOR,24/06/2021,FALSE,hot,oreo,moderate
ALLONIM,24/06/2021,FALSE,hot,strawberry,moderate
ALUMMOT,24/06/2021,FALSE,hot,strawberry,moderate
ANIAM,24/06/2021,FALSE,hot,oreo,moderate
AVENAT,25/06/2021,FALSE,hot,chocolate,moderate
AVIEL,25/06/2021,FALSE,hot,strawberry,moderate
BAR GIYYORA,25/06/2021,FALSE,hot,chocolate,moderate
ADI,25/06/2021,FALSE,hot,berries,moderate
BALFURYA,25/06/2021,FALSE,hot,vanilla,moderate
AMMIAD,25/06/2021,FALSE,hot,strawberry,moderate
AZRIEL,25/06/2021,FALSE,hot,chocolate,moderate
ASHERAT,25/06/2021,FALSE,hot,strawberry,moderate
AHUZZAM,26/06/2021,FALSE,hot,berries,moderate
ALLON SHEVUT,26/06/2021,FALSE,hot,chocolate,moderate
ABU QUREINAT,26/06/2021,FALSE,hot,berries,moderate
ALMAGOR,26/06/2021,FALSE,hot,berries,moderate
ANIAM,26/06/2021,FALSE,hot,strawberry,moderate
AHIEZER,26/06/2021,FALSE,hot,chocolate,moderate
AMMIAD,26/06/2021,FALSE,hot,strawberry,moderate
AYANOT,26/06/2021,FALSE,hot,berries,moderate
ATERET,26/06/2021,FALSE,hot,strawberry,moderate
ATLIT,26/06/2021,FALSE,hot,vanilla,moderate
ATERET,26/06/2021,FALSE,hot,strawberry,moderate
AVDON,27/06/2021,FALSE,hot,chocolate,high
AMIRIM,27/06/2021,FALSE,hot,vanilla,high
AHUZZAM,27/06/2021,FALSE,hot,chocolate,high
AMIRIM,27/06/2021,FALSE,hot,strawberry,high
AMMIAD,27/06/2021,FALSE,hot,chocolate,high
BAR GIYYORA,27/06/2021,FALSE,hot,oreo,high
ABU QUREINAT,28/06/2021,FALSE,hot,chocolate,high
ANIAM,28/06/2021,FALSE,hot,vanilla,high
ALMOG,28/06/2021,FALSE,hot,chocolate,high
ANIAM,28/06/2021,FALSE,hot,vanilla,high
AMMIAD,28/06/2021,FALSE,hot,chocolate,high
ALLONIM,28/06/2021,FALSE,hot,berries,high
ARSUF,28/06/2021,FALSE,hot,strawberry,high
BAR GIYYORA,28/06/2021,FALSE,hot,strawberry,high
AHISAMAKH,29/06/2021,FALSE,hot,oreo,high
ALMAGOR,29/06/2021,FALSE,hot,strawberry,high
ANIAM,29/06/2021,FALSE,hot,vanilla,high
ATERET,29/06/2021,FALSE,hot,strawberry,high
AMMIAD,29/06/2021,FALSE,hot,strawberry,high
ATERET,29/06/2021,FALSE,hot,oreo,high
ALUMMOT,29/06/2021,FALSE,hot,vanilla,high
ASHDOD,29/06/2021,FALSE,hot,strawberry,high
AMIRIM,29/06/2021,FALSE,hot,oreo,high
AVIEL,29/06/2021,FALSE,hot,chocolate,high
AGUR,30/06/2021,FALSE,hot,vanilla,high
ALMAGOR,30/06/2021,FALSE,hot,strawberry,high
AFIQ,30/06/2021,FALSE,hot,strawberry,high
AMMIAD,30/06/2021,FALSE,hot,chocolate,high
AGUR,30/06/2021,FALSE,hot,berries,high
AMMIAD,30/06/2021,FALSE,hot,vanilla,high
ALUMMOT,30/06/2021,FALSE,hot,strawberry,high
ALMAGOR,01/07/2021,FALSE,veryHot,chocolate,very high
ASHDOD,01/07/2021,FALSE,veryHot,chocolate,very high
ABU QUREINAT,01/07/2021,FALSE,veryHot,oreo,very high
ABU QUREINAT,01/07/2021,FALSE,veryHot,oreo,very high
BAR GIYYORA,01/07/2021,FALSE,veryHot,strawberry,very high
AMIRIM,01/07/2021,FALSE,veryHot,berries,very high
AKKO,01/07/2021,FALSE,veryHot,chocolate,very high
ALMAGOR,01/07/2021,FALSE,veryHot,oreo,very high
AFIQ,01/07/2021,FALSE,veryHot,oreo,very high
ALMAGOR,01/07/2021,FALSE,veryHot,berries,very high
ASHDOD,01/07/2021,FALSE,veryHot,strawberry,very high
BAR GIYYORA,01/07/2021,FALSE,veryHot,berries,very high
AL-ARYAN,02/07/2021,FALSE,veryHot,vanilla,very high
ANIAM,02/07/2021,FALSE,veryHot,oreo,very high
ATLIT,02/07/2021,FALSE,veryHot,strawberry,very high
AMIRIM,02/07/2021,FALSE,veryHot,berries,very high
ALUMMOT,02/07/2021,FALSE,veryHot,chocolate,very high
AMMIAD,02/07/2021,FALSE,veryHot,strawberry,very high
ABU QUREINAT,02/07/2021,FALSE,veryHot,strawberry,very high
AMIRIM,02/07/2021,FALSE,veryHot,berries,very high
ABU QUREINAT,03/07/2021,FALSE,veryHot,chocolate,very high
ABU QUREINAT,03/07/2021,FALSE,veryHot,chocolate,very high
ARSUF,03/07/2021,FALSE,veryHot,chocolate,very high
BARAM,03/07/2021,FALSE,veryHot,chocolate,very high
ALMAGOR,03/07/2021,FALSE,veryHot,vanilla,very high
ALUMMOT,03/07/2021,FALSE,veryHot,strawberry,very high
AMMIAD,03/07/2021,FALSE,veryHot,vanilla,very high
ALFE MENASHE,03/07/2021,FALSE,veryHot,oreo,very high
AKKO,03/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,03/07/2021,FALSE,veryHot,berries,very high
AVIHAYIL,03/07/2021,FALSE,veryHot,strawberry,very high
ATERET,04/07/2021,FALSE,veryHot,vanilla,very high
ADORA,04/07/2021,FALSE,veryHot,chocolate,very high
AL SAYYID,04/07/2021,FALSE,veryHot,strawberry,very high
BAR GIYYORA,04/07/2021,FALSE,veryHot,berries,very high
ASHDOD,04/07/2021,FALSE,veryHot,oreo,very high
AHUZZAM,04/07/2021,FALSE,veryHot,vanilla,very high
BAR GIYYORA,04/07/2021,FALSE,veryHot,chocolate,very high
ABU GHOSH,05/07/2021,FALSE,veryHot,chocolate,very high
AMIRIM,05/07/2021,FALSE,veryHot,vanilla,very high
AMMIAD,05/07/2021,FALSE,veryHot,oreo,very high
ATERET,05/07/2021,FALSE,veryHot,strawberry,very high
AMMIAD,05/07/2021,FALSE,veryHot,oreo,very high
AHUZZAM,05/07/2021,FALSE,veryHot,strawberry,very high
AMMIAD,05/07/2021,FALSE,veryHot,berries,very high
AMMIAD,05/07/2021,FALSE,veryHot,strawberry,very high
AMMIAD,05/07/2021,FALSE,veryHot,oreo,very high
BAR GIYYORA,05/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,06/07/2021,FALSE,veryHot,berries,very high
AMIRIM,06/07/2021,FALSE,veryHot,oreo,very high
AFULA,06/07/2021,FALSE,veryHot,vanilla,very high
BAQA AL-GHARBIYYE,06/07/2021,FALSE,veryHot,vanilla,very high
ABU QUREINAT,06/07/2021,FALSE,veryHot,oreo,very high
ANIAM,06/07/2021,FALSE,veryHot,chocolate,very high
ALUMMOT,06/07/2021,FALSE,veryHot,berries,very high
ALUMMOT,06/07/2021,FALSE,veryHot,chocolate,very high
ABU GHOSH,07/07/2021,FALSE,veryHot,oreo,very high
AHUZZAM,07/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,07/07/2021,FALSE,veryHot,chocolate,very high
BAR GIYYORA,07/07/2021,FALSE,veryHot,berries,very high
ALUMMOT,07/07/2021,FALSE,veryHot,oreo,very high
ALMA,07/07/2021,FALSE,veryHot,oreo,very high
AMMIAD,07/07/2021,FALSE,veryHot,oreo,very high
AHIEZER,08/07/2021,FALSE,veryHot,berries,very high
AHUZZAM,08/07/2021,FALSE,veryHot,berries,very high
ALUMMA,08/07/2021,FALSE,veryHot,vanilla,very high
ATERET,08/07/2021,FALSE,veryHot,strawberry,very high
AHUZZAM,08/07/2021,FALSE,veryHot,berries,very high
AMMIAD,08/07/2021,FALSE,veryHot,berries,very high
ADAMIT,08/07/2021,FALSE,veryHot,chocolate,very high
AMIRIM,09/07/2021,FALSE,veryHot,vanilla,very high
ATERET,09/07/2021,FALSE,veryHot,strawberry,very high
ABU QUREINAT,09/07/2021,FALSE,veryHot,vanilla,very high
ASHDOD,09/07/2021,FALSE,veryHot,strawberry,very high
ALMOG,09/07/2021,FALSE,veryHot,berries,very high
ALMAGOR,10/07/2021,FALSE,veryHot,berries,very high
AHUZZAM,10/07/2021,FALSE,veryHot,vanilla,very high
ANIAM,10/07/2021,FALSE,veryHot,berries,very high
AHUZZAM,10/07/2021,FALSE,veryHot,chocolate,very high
ALLONIM,10/07/2021,FALSE,veryHot,oreo,very high
ABU QUREINAT,10/07/2021,FALSE,veryHot,vanilla,very high
AKKO,10/07/2021,FALSE,veryHot,oreo,very high
ATERET,10/07/2021,FALSE,veryHot,vanilla,very high
ASHDOD,11/07/2021,FALSE,veryHot,berries,very high
ALMAGOR,11/07/2021,FALSE,veryHot,strawberry,very high
ALMAGOR,11/07/2021,FALSE,veryHot,strawberry,very high
ATERET,11/07/2021,FALSE,veryHot,oreo,very high
ATERET,11/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,11/07/2021,FALSE,veryHot,vanilla,very high
ATERET,11/07/2021,FALSE,veryHot,oreo,very high
ALMAGOR,11/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,11/07/2021,FALSE,veryHot,oreo,very high
AMIRIM,12/07/2021,FALSE,veryHot,chocolate,very high
AZRIQAM,12/07/2021,FALSE,veryHot,oreo,very high
ABU QUREINAT,12/07/2021,FALSE,veryHot,strawberry,very high
AMMIAD,12/07/2021,FALSE,veryHot,vanilla,very high
AMMIAD,12/07/2021,FALSE,veryHot,berries,very high
AHUZZAM,13/07/2021,FALSE,veryHot,oreo,very high
ABU GHOSH,13/07/2021,FALSE,veryHot,strawberry,very high
AMIRIM,13/07/2021,FALSE,veryHot,oreo,very high
ATERET,13/07/2021,FALSE,veryHot,berries,very high
ASHDOD,13/07/2021,FALSE,veryHot,berries,very high
AVIHAYIL,14/07/2021,FALSE,veryHot,vanilla,very high
ARARA-BANEGEV,14/07/2021,FALSE,veryHot,berries,very high
ARAMSHA,14/07/2021,FALSE,veryHot,chocolate,very high
ASERET,14/07/2021,FALSE,veryHot,strawberry,very high
ALUMMOT,14/07/2021,FALSE,veryHot,oreo,very high
BAR GIYYORA,14/07/2021,FALSE,veryHot,oreo,very high
AHISAMAKH,14/07/2021,FALSE,veryHot,vanilla,very high
AMIRIM,14/07/2021,FALSE,veryHot,oreo,very high
BAR GIYYORA,14/07/2021,FALSE,veryHot,chocolate,very high
BAR GIYYORA,14/07/2021,FALSE,veryHot,berries,very high
ATERET,15/07/2021,FALSE,veryHot,vanilla,very high
AL-ARYAN,15/07/2021,FALSE,veryHot,strawberry,very high
ASHDOD,15/07/2021,FALSE,veryHot,vanilla,very high
ALFE MENASHE,15/07/2021,FALSE,veryHot,vanilla,very high
ALUMMOT,15/07/2021,FALSE,veryHot,chocolate,very high
AMMIAD,15/07/2021,FALSE,veryHot,strawberry,very high
AHUZZAM,15/07/2021,FALSE,veryHot,berries,very high
AVENAT,15/07/2021,FALSE,veryHot,vanilla,very high
ALLONIM,15/07/2021,FALSE,veryHot,chocolate,very high
AHUZZAM,16/07/2021,FALSE,veryHot,vanilla,very high
ASHDOD,16/07/2021,FALSE,veryHot,strawberry,very high
AHUZZAM,16/07/2021,FALSE,veryHot,berries,very high
ANIAM,16/07/2021,FALSE,veryHot,strawberry,very high
AZRIQAM,16/07/2021,FALSE,veryHot,oreo,very high
ATERET,16/07/2021,FALSE,veryHot,strawberry,very high
AZRIQAM,16/07/2021,FALSE,veryHot,chocolate,very high
ADI,16/07/2021,FALSE,veryHot,strawberry,very high
ALMAGOR,17/07/2021,TRUE,veryHot,oreo,very high
AHIEZER,17/07/2021,FALSE,veryHot,vanilla,very high
ADORA,17/07/2021,TRUE,veryHot,berries,very high
ABU QUREINAT,17/07/2021,FALSE,veryHot,oreo,very high
AMIRIM,17/07/2021,TRUE,veryHot,oreo,very high
BAR GIYYORA,17/07/2021,TRUE,veryHot,oreo,very high
ABU GHOSH,17/07/2021,TRUE,veryHot,berries,very high
ALUMMOT,17/07/2021,TRUE,veryHot,strawberry,very high
ABU QUREINAT,17/07/2021,TRUE,veryHot,berries,very high
ABU QUREINAT,17/07/2021,TRUE,veryHot,oreo,very high
ALMAGOR,17/07/2021,TRUE,veryHot,oreo,very high
AMUQQA,17/07/2021,TRUE,veryHot,berries,very high
ADANIM,17/07/2021,TRUE,veryHot,chocolate,very high
AVENAT,17/07/2021,TRUE,veryHot,oreo,very high
ALUMIM,17/07/2021,TRUE,veryHot,chocolate,very high
ABU QUREINAT,17/07/2021,TRUE,veryHot,strawberry,very high
BARAM,17/07/2021,TRUE,veryHot,chocolate,very high
ALMAGOR,17/07/2021,TRUE,veryHot,vanilla,very high
ANIAM,17/07/2021,TRUE,veryHot,oreo,very high
ARARA-BANEGEV,17/07/2021,TRUE,veryHot,strawberry,very high
AMIRIM,17/07/2021,TRUE,veryHot,berries,very high
AKKO,17/07/2021,TRUE,veryHot,chocolate,very high
ARUGOT,17/07/2021,TRUE,veryHot,oreo,very high
AMIRIM,17/07/2021,TRUE,veryHot,berries,very high
AHUZZAM,17/07/2021,TRUE,veryHot,berries,very high
ALUMMA,17/07/2021,TRUE,veryHot,vanilla,very high
AVITAL,17/07/2021,TRUE,veryHot,chocolate,very high
ATERET,17/07/2021,TRUE,veryHot,chocolate,very high
