City,Date,Holiday,Weather,Flavor,Weight
BAR GIYYORA,30/03/2021,TRUE,cold,vanilla,high
ANI'AM,30/03/2021,FALSE,cold,oreo,low
ALMA,30/03/2021,TRUE,cold,oreo,very high
ABU QUREINAT,30/03/2021,TRUE,cold,berries,very high
AMNUN,30/03/2021,TRUE,cold,berries,high
ALMAGOR,31/03/2021,TRUE,cold,strawberry,high
AVTALYON,31/03/2021,TRUE,cold,vanilla,high
AMIRIM,31/03/2021,TRUE,cold,chocolate,high
ATERET,31/03/2021,TRUE,cold,berries,high
ALMA,31/03/2021,FALSE,cold,berries,low
AHUZZAM,31/03/2021,TRUE,cold,chocolate,very high
ADDIRIM,31/03/2021,FALSE,cold,strawberry,low
ANI'AM,31/03/2021,TRUE,cold,oreo,very high
ABU QUREINAT,31/03/2021,FALSE,cold,vanilla,low
BAHAN,31/03/2021,TRUE,cold,oreo,very high
AFULA,31/03/2021,TRUE,cold,berries,very high
BAR GIYYORA,31/03/2021,TRUE,cold,berries,high
ALMAGOR,31/03/2021,TRUE,cold,chocolate,very high
BAR GIYYORA,31/03/2021,TRUE,cold,strawberry,high
AHIHUD,31/03/2021,FALSE,cold,vanilla,low
BAR GIYYORA,31/03/2021,FALSE,cold,chocolate,low
ANI'AM,31/03/2021,TRUE,cold,oreo,very high
ANI'AM,31/03/2021,TRUE,cold,berries,very high
ANI'AM,31/03/2021,FALSE,cold,oreo,low
ATERET,31/03/2021,TRUE,cold,strawberry,very high
ABU QUREINAT,31/03/2021,TRUE,cold,chocolate,very high
AMIR,31/03/2021,TRUE,cold,chocolate,high
AMIRIM,31/03/2021,FALSE,cold,chocolate,low
ATERET,31/03/2021,FALSE,cold,berries,low
ANI'AM,31/03/2021,FALSE,cold,berries,low
AVITAL,31/03/2021,TRUE,cold,berries,high
BAR GIYYORA,31/03/2021,TRUE,cold,chocolate,very high
AMMI'AD,31/03/2021,TRUE,cold,berries,high
AHUZZAM,31/03/2021,TRUE,cold,berries,high
AL-AZY,31/03/2021,FALSE,cold,strawberry,low
BAQA AL-GHARBIYYE,31/03/2021,TRUE,cold,berries,very high
ANI'AM,31/03/2021,TRUE,cold,chocolate,high
ALUMMOT,31/03/2021,FALSE,cold,chocolate,low
AHUZZAM,31/03/2021,TRUE,cold,strawberry,very high
ALLONE HABASHAN,31/03/2021,TRUE,cold,oreo,high
ALUMMOT,31/03/2021,TRUE,cold,vanilla,high
ARI'EL,31/03/2021,FALSE,cold,strawberry,low
ASHDOD,31/03/2021,TRUE,cold,chocolate,high
ALUMIM,31/03/2021,FALSE,cold,oreo,low
ABU QUREINAT,31/03/2021,TRUE,cold,chocolate,very high
ATERET,31/03/2021,TRUE,cold,berries,high
ATERET,31/03/2021,FALSE,cold,vanilla,low
AMIRIM,31/03/2021,TRUE,cold,vanilla,high
ALMAGOR,31/03/2021,TRUE,cold,berries,high
AMIRIM,31/03/2021,TRUE,cold,strawberry,high
AHUZZAM,31/03/2021,TRUE,cold,strawberry,very high
AVSHALOM,31/03/2021,TRUE,cold,chocolate,very high
ANI'AM,31/03/2021,TRUE,cold,berries,very high
ALUMMOT,31/03/2021,TRUE,cold,chocolate,high
ARI'EL,31/03/2021,FALSE,cold,vanilla,low
ALUMMA,31/03/2021,FALSE,cold,strawberry,low
AFEQ,31/03/2021,FALSE,cold,oreo,low
AHUZZAM,31/03/2021,TRUE,cold,oreo,very high
ATERET,31/03/2021,TRUE,cold,oreo,high
AMIRIM,31/03/2021,TRUE,cold,strawberry,very high
ALLONE HABASHAN,31/03/2021,TRUE,cold,berries,high
ADDERET,31/03/2021,FALSE,cold,berries,low
AMMI'AD,31/03/2021,TRUE,cold,strawberry,high
ALMAGOR,31/03/2021,TRUE,cold,strawberry,very high
AMIRIM,31/03/2021,FALSE,cold,strawberry,low
ALFE MENASHE,31/03/2021,TRUE,cold,chocolate,very high
ADAMIT,31/03/2021,TRUE,cold,strawberry,high
BAR GIYYORA,01/04/2021,TRUE,pleasant,strawberry,high
ALUMMOT,01/04/2021,TRUE,pleasant,oreo,high
ALMAGOR,01/04/2021,TRUE,pleasant,oreo,high
ASHDOD,01/04/2021,TRUE,pleasant,berries,high
AMIRIM,01/04/2021,TRUE,pleasant,vanilla,very high
ASHDOD,01/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,01/04/2021,FALSE,pleasant,chocolate,moderate
ALMAGOR,01/04/2021,FALSE,pleasant,oreo,moderate
AVITAL,01/04/2021,TRUE,pleasant,strawberry,very high
ALLONE YIZHAQ,01/04/2021,TRUE,pleasant,strawberry,very high
ALMAGOR,01/04/2021,TRUE,pleasant,berries,very high
ALMAGOR,01/04/2021,TRUE,pleasant,vanilla,very high
ASHDOD,01/04/2021,TRUE,pleasant,chocolate,very high
ABU QUREINAT,01/04/2021,TRUE,pleasant,vanilla,high
ANI'AM,01/04/2021,TRUE,pleasant,vanilla,high
AMMI'AD,01/04/2021,TRUE,pleasant,strawberry,very high
ALUMMOT,01/04/2021,TRUE,pleasant,strawberry,high
ASHDOD,01/04/2021,TRUE,pleasant,oreo,high
ALMAGOR,01/04/2021,FALSE,pleasant,chocolate,moderate
ALMON,01/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,01/04/2021,TRUE,pleasant,chocolate,very high
AZARYA,01/04/2021,FALSE,pleasant,berries,moderate
ATERET,01/04/2021,TRUE,pleasant,berries,high
ALMAGOR,01/04/2021,FALSE,pleasant,strawberry,moderate
AVIVIM,01/04/2021,TRUE,pleasant,chocolate,very high
AMMI'AD,01/04/2021,FALSE,pleasant,strawberry,moderate
AMMI'AD,01/04/2021,TRUE,pleasant,berries,high
AMMI'AD,01/04/2021,TRUE,pleasant,strawberry,very high
ATERET,01/04/2021,TRUE,pleasant,oreo,high
AMIRIM,01/04/2021,FALSE,pleasant,oreo,moderate
ASHDOD,01/04/2021,TRUE,pleasant,chocolate,very high
AMMI'OZ,01/04/2021,TRUE,pleasant,oreo,very high
AMMI'AD,01/04/2021,FALSE,pleasant,oreo,moderate
ASHERAT,01/04/2021,TRUE,pleasant,strawberry,very high
ABU QUREINAT,01/04/2021,TRUE,pleasant,strawberry,very high
ATERET,01/04/2021,TRUE,pleasant,berries,high
ALMAGOR,01/04/2021,TRUE,pleasant,strawberry,very high
ASHDOD,01/04/2021,TRUE,pleasant,berries,very high
ARAB AL NAIM,01/04/2021,TRUE,pleasant,chocolate,high
ALMAGOR,01/04/2021,TRUE,pleasant,berries,high
ALMA,01/04/2021,TRUE,pleasant,strawberry,high
AMMI'AD,01/04/2021,TRUE,pleasant,vanilla,high
AMIRIM,01/04/2021,TRUE,pleasant,strawberry,very high
ATERET,01/04/2021,TRUE,pleasant,berries,high
BAR YOHAY,01/04/2021,TRUE,pleasant,chocolate,high
ASHALIM,01/04/2021,TRUE,pleasant,vanilla,high
ALMAGOR,01/04/2021,TRUE,pleasant,chocolate,very high
ANI'AM,01/04/2021,TRUE,pleasant,chocolate,very high
AVI'EL,01/04/2021,FALSE,pleasant,oreo,moderate
ASHDOD,01/04/2021,TRUE,pleasant,strawberry,high
ALUMMOT,01/04/2021,TRUE,pleasant,vanilla,very high
AHUZZAM,01/04/2021,TRUE,pleasant,strawberry,high
ATERET,01/04/2021,TRUE,pleasant,chocolate,very high
AMMI'AD,01/04/2021,TRUE,pleasant,oreo,high
ANI'AM,01/04/2021,TRUE,pleasant,vanilla,high
AMIRIM,01/04/2021,TRUE,pleasant,vanilla,very high
ALUMMA,02/04/2021,TRUE,pleasant,vanilla,high
AVDON,02/04/2021,TRUE,pleasant,strawberry,very high
ANI'AM,02/04/2021,TRUE,pleasant,chocolate,high
AMMI'AD,02/04/2021,TRUE,pleasant,berries,high
AHUZZAM,02/04/2021,TRUE,pleasant,chocolate,high
ATERET,02/04/2021,FALSE,pleasant,strawberry,moderate
ANI'AM,02/04/2021,TRUE,pleasant,berries,high
BAR GIYYORA,02/04/2021,TRUE,pleasant,chocolate,high
BALFURYA,02/04/2021,TRUE,pleasant,oreo,high
ALE ZAHAV,02/04/2021,FALSE,pleasant,chocolate,moderate
AMMIQAM,02/04/2021,TRUE,pleasant,berries,high
AMIRIM,02/04/2021,TRUE,pleasant,berries,high
ABU QUREINAT,02/04/2021,TRUE,pleasant,vanilla,high
ALMAGOR,02/04/2021,TRUE,pleasant,chocolate,high
AFIQIM,02/04/2021,TRUE,pleasant,vanilla,very high
ALLONIM,02/04/2021,TRUE,pleasant,chocolate,very high
ALUMMOT,02/04/2021,TRUE,pleasant,strawberry,very high
ABU GHOSH,02/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,02/04/2021,TRUE,pleasant,chocolate,very high
ALUMMOT,02/04/2021,TRUE,pleasant,vanilla,very high
ATERET,02/04/2021,TRUE,pleasant,vanilla,high
ATSMON SEGEV,02/04/2021,TRUE,pleasant,berries,high
ADDERET,02/04/2021,TRUE,pleasant,strawberry,very high
ATERET,02/04/2021,TRUE,pleasant,strawberry,high
ANI'AM,02/04/2021,TRUE,pleasant,vanilla,very high
ALUMMOT,02/04/2021,FALSE,pleasant,strawberry,moderate
ALMA,02/04/2021,TRUE,pleasant,berries,high
BAR GIYYORA,02/04/2021,TRUE,pleasant,berries,high
AMMIHAY,02/04/2021,TRUE,pleasant,chocolate,very high
ARAMSHA,02/04/2021,FALSE,pleasant,strawberry,moderate
AHUZZAM,02/04/2021,TRUE,pleasant,chocolate,high
AMMI'AD,02/04/2021,TRUE,pleasant,oreo,high
ABU QUREINAT,02/04/2021,TRUE,pleasant,strawberry,high
AMIRIM,02/04/2021,TRUE,pleasant,oreo,very high
AHITUV,02/04/2021,FALSE,pleasant,strawberry,moderate
ARI'EL,02/04/2021,TRUE,pleasant,berries,very high
ABU QUREINAT,02/04/2021,TRUE,pleasant,strawberry,very high
BAR GIYYORA,02/04/2021,TRUE,pleasant,chocolate,high
ABU QUREINAT,02/04/2021,TRUE,pleasant,chocolate,high
ANI'AM,02/04/2021,TRUE,pleasant,chocolate,high
AHUZZAM,02/04/2021,TRUE,pleasant,strawberry,high
AVITAL,02/04/2021,TRUE,pleasant,strawberry,very high
AVI'EZER,02/04/2021,TRUE,pleasant,strawberry,very high
ASHERAT,02/04/2021,TRUE,pleasant,berries,very high
AMQA,02/04/2021,TRUE,pleasant,chocolate,very high
ASHDOD,02/04/2021,TRUE,pleasant,chocolate,very high
ASHDOD,02/04/2021,TRUE,pleasant,berries,high
ANI'AM,02/04/2021,TRUE,pleasant,chocolate,high
ADORA,02/04/2021,FALSE,pleasant,strawberry,moderate
AVSHALOM,02/04/2021,TRUE,pleasant,strawberry,high
ANI'AM,03/04/2021,TRUE,pleasant,strawberry,high
ALUMMOT,03/04/2021,TRUE,pleasant,chocolate,very high
AMMI'AD,03/04/2021,TRUE,pleasant,strawberry,high
ANI'AM,03/04/2021,TRUE,pleasant,vanilla,very high
AMAZYA,03/04/2021,TRUE,pleasant,chocolate,very high
BAR GIYYORA,03/04/2021,TRUE,pleasant,vanilla,high
ASHDOD,03/04/2021,TRUE,pleasant,strawberry,very high
BAQA AL-GHARBIYYE,03/04/2021,TRUE,pleasant,strawberry,very high
ASHERAT,03/04/2021,TRUE,pleasant,chocolate,high
ABU QUREINAT,03/04/2021,TRUE,pleasant,chocolate,very high
ALUMMOT,03/04/2021,TRUE,pleasant,oreo,high
ALMAGOR,03/04/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,03/04/2021,TRUE,pleasant,vanilla,very high
ABU QUREINAT,03/04/2021,TRUE,pleasant,chocolate,high
BAR GIYYORA,03/04/2021,FALSE,pleasant,vanilla,moderate
ANI'AM,03/04/2021,TRUE,pleasant,oreo,very high
AFULA,03/04/2021,TRUE,pleasant,oreo,high
ARBEL,03/04/2021,TRUE,pleasant,oreo,high
ALUMMOT,03/04/2021,TRUE,pleasant,chocolate,high
AMIRIM,03/04/2021,TRUE,pleasant,chocolate,high
ALMAGOR,03/04/2021,TRUE,pleasant,chocolate,high
ADAMIT,03/04/2021,FALSE,pleasant,strawberry,moderate
AHUZZAM,03/04/2021,TRUE,pleasant,chocolate,very high
AHUZZAM,03/04/2021,TRUE,pleasant,vanilla,very high
AMMIQAM,03/04/2021,TRUE,pleasant,strawberry,high
AVDON,03/04/2021,TRUE,pleasant,chocolate,high
ABU GHOSH,03/04/2021,FALSE,pleasant,vanilla,moderate
ALMAGOR,03/04/2021,TRUE,pleasant,strawberry,high
AHUZZAM,03/04/2021,TRUE,pleasant,chocolate,very high
AMIR,03/04/2021,TRUE,pleasant,berries,high
AMMI'AD,03/04/2021,TRUE,pleasant,berries,very high
ARAD,03/04/2021,TRUE,pleasant,oreo,high
ASHDOD,03/04/2021,TRUE,pleasant,berries,very high
ALUMMOT,03/04/2021,TRUE,pleasant,oreo,very high
ASHDOD,03/04/2021,FALSE,pleasant,oreo,moderate
AMMI'AD,03/04/2021,TRUE,pleasant,strawberry,very high
BAR GIYYORA,03/04/2021,FALSE,pleasant,strawberry,moderate
AHUZZAM,03/04/2021,TRUE,pleasant,strawberry,high
ALMAGOR,03/04/2021,TRUE,pleasant,strawberry,very high
ANI'AM,03/04/2021,FALSE,pleasant,vanilla,moderate
ATERET,03/04/2021,TRUE,pleasant,oreo,high
ATERET,03/04/2021,TRUE,pleasant,oreo,high
ADANIM,03/04/2021,FALSE,pleasant,strawberry,moderate
ANI'AM,03/04/2021,TRUE,pleasant,strawberry,very high
BAR GIYYORA,03/04/2021,TRUE,pleasant,chocolate,high
ATERET,03/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,03/04/2021,TRUE,pleasant,berries,high
AVNE HEFEZ,03/04/2021,TRUE,pleasant,chocolate,high
ARBEL,03/04/2021,TRUE,pleasant,strawberry,high
AMIRIM,03/04/2021,TRUE,pleasant,oreo,very high
BAR GIYYORA,03/04/2021,TRUE,pleasant,oreo,high
ALLON SHEVUT,03/04/2021,TRUE,pleasant,berries,very high
ARSUF,03/04/2021,TRUE,pleasant,oreo,high
AMMIHAY,03/04/2021,TRUE,pleasant,oreo,high
ASHDOD,03/04/2021,TRUE,pleasant,berries,very high
ARGAMAN,03/04/2021,TRUE,pleasant,berries,very high
BAR GIYYORA,03/04/2021,TRUE,pleasant,berries,high
ALUMMOT,03/04/2021,FALSE,pleasant,berries,moderate
BAR GIYYORA,04/04/2021,FALSE,pleasant,vanilla,moderate
ALMAGOR,04/04/2021,FALSE,pleasant,chocolate,moderate
AVITAL,04/04/2021,FALSE,pleasant,chocolate,moderate
ANI'AM,04/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,04/04/2021,FALSE,pleasant,chocolate,moderate
ALE ZAHAV,04/04/2021,FALSE,pleasant,oreo,moderate
BAR'AM,05/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,05/04/2021,FALSE,pleasant,berries,moderate
ALMAGOR,05/04/2021,FALSE,pleasant,vanilla,moderate
ANI'AM,05/04/2021,FALSE,pleasant,chocolate,moderate
AHUZZAM,05/04/2021,FALSE,pleasant,strawberry,moderate
AVTALYON,05/04/2021,FALSE,pleasant,strawberry,moderate
ANI'AM,05/04/2021,FALSE,pleasant,vanilla,moderate
BAR GIYYORA,05/04/2021,FALSE,pleasant,berries,moderate
ALMAGOR,06/04/2021,FALSE,pleasant,berries,moderate
ALUMMOT,06/04/2021,FALSE,pleasant,strawberry,moderate
AHI'EZER,06/04/2021,FALSE,pleasant,oreo,moderate
AMIRIM,06/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,06/04/2021,FALSE,pleasant,chocolate,moderate
ABU SINAN,06/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,06/04/2021,FALSE,pleasant,oreo,moderate
AMIRIM,06/04/2021,FALSE,pleasant,berries,moderate
ADAMIT,06/04/2021,FALSE,pleasant,oreo,moderate
ANI'AM,06/04/2021,FALSE,pleasant,vanilla,moderate
AKKO,07/04/2021,TRUE,pleasant,berries,high
ALUMMOT,07/04/2021,TRUE,pleasant,vanilla,very high
ALUMMOT,07/04/2021,TRUE,pleasant,vanilla,high
BAR GIYYORA,07/04/2021,TRUE,pleasant,chocolate,high
BAR YOHAY,07/04/2021,TRUE,pleasant,chocolate,very high
AHI'EZER,07/04/2021,TRUE,pleasant,chocolate,very high
AHUZZAM,07/04/2021,TRUE,pleasant,vanilla,high
ATERET,07/04/2021,TRUE,pleasant,vanilla,very high
AMMI'AD,07/04/2021,TRUE,pleasant,berries,high
AMIRIM,07/04/2021,TRUE,pleasant,chocolate,high
ATERET,07/04/2021,TRUE,pleasant,oreo,very high
ASHDOD,07/04/2021,TRUE,pleasant,chocolate,high
ALUMMOT,07/04/2021,TRUE,pleasant,berries,high
ASFAR,07/04/2021,TRUE,pleasant,vanilla,very high
AHUZZAM,07/04/2021,TRUE,pleasant,chocolate,high
ABU QUREINAT,07/04/2021,FALSE,pleasant,chocolate,moderate
AMIRIM,07/04/2021,TRUE,pleasant,berries,high
ALUMMOT,07/04/2021,FALSE,pleasant,berries,moderate
ABU QUREINAT,07/04/2021,FALSE,pleasant,oreo,moderate
AYANOT,07/04/2021,TRUE,pleasant,strawberry,very high
ALMAGOR,07/04/2021,FALSE,pleasant,strawberry,moderate
AVDON,07/04/2021,TRUE,pleasant,berries,high
BAR GIYYORA,07/04/2021,TRUE,pleasant,vanilla,high
ABU QUREINAT,07/04/2021,FALSE,pleasant,chocolate,moderate
ATERET,07/04/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,07/04/2021,TRUE,pleasant,chocolate,high
ABBIRIM,07/04/2021,TRUE,pleasant,vanilla,very high
ARGAMAN,07/04/2021,TRUE,pleasant,oreo,high
ALUMMOT,07/04/2021,TRUE,pleasant,oreo,high
AMMI'AD,07/04/2021,TRUE,pleasant,oreo,high
ASHERAT,07/04/2021,TRUE,pleasant,strawberry,very high
ABU TULUL,07/04/2021,TRUE,pleasant,vanilla,very high
BAR GIYYORA,07/04/2021,TRUE,pleasant,vanilla,very high
ABBIRIM,07/04/2021,TRUE,pleasant,vanilla,high
ANI'AM,07/04/2021,TRUE,pleasant,berries,very high
ASHDOD,07/04/2021,TRUE,pleasant,oreo,very high
ANI'AM,07/04/2021,FALSE,pleasant,oreo,moderate
AMIRIM,07/04/2021,TRUE,pleasant,berries,high
AMMI'AD,07/04/2021,TRUE,pleasant,chocolate,very high
ALMAGOR,07/04/2021,TRUE,pleasant,strawberry,high
ASFAR,07/04/2021,TRUE,pleasant,berries,high
ABU QUREINAT,07/04/2021,TRUE,pleasant,vanilla,high
ASHALIM,07/04/2021,TRUE,pleasant,oreo,high
ALMAGOR,07/04/2021,TRUE,pleasant,vanilla,high
AMIRIM,07/04/2021,TRUE,pleasant,vanilla,very high
ALMAGOR,07/04/2021,TRUE,pleasant,strawberry,very high
AVSHALOM,07/04/2021,TRUE,pleasant,chocolate,very high
BAR GIYYORA,07/04/2021,TRUE,pleasant,berries,high
AFULA,07/04/2021,TRUE,pleasant,vanilla,very high
ALMON,07/04/2021,FALSE,pleasant,vanilla,moderate
ATERET,07/04/2021,TRUE,pleasant,oreo,very high
ALUMMOT,07/04/2021,FALSE,pleasant,oreo,moderate
ALMA,07/04/2021,TRUE,pleasant,oreo,very high
ALMA,07/04/2021,FALSE,pleasant,berries,moderate
AMMI'AD,08/04/2021,FALSE,pleasant,oreo,moderate
AVTALYON,08/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,08/04/2021,FALSE,pleasant,strawberry,moderate
AMMI'AD,08/04/2021,FALSE,pleasant,strawberry,moderate
ALUMMOT,08/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,08/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,08/04/2021,FALSE,pleasant,strawberry,moderate
ABU QUREINAT,08/04/2021,FALSE,pleasant,berries,moderate
AHUZZAM,09/04/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,09/04/2021,FALSE,pleasant,vanilla,moderate
AHUZZAM,09/04/2021,FALSE,pleasant,berries,moderate
ALUMMOT,09/04/2021,FALSE,pleasant,chocolate,moderate
ATERET,09/04/2021,FALSE,pleasant,berries,moderate
ALMAGOR,09/04/2021,FALSE,pleasant,oreo,moderate
ANI'AM,09/04/2021,FALSE,pleasant,chocolate,moderate
ALMAGOR,09/04/2021,FALSE,pleasant,oreo,moderate
BAR GIYYORA,09/04/2021,FALSE,pleasant,vanilla,moderate
ABU TULUL,09/04/2021,FALSE,pleasant,vanilla,moderate
ALUMMOT,09/04/2021,FALSE,pleasant,vanilla,moderate
ATERET,09/04/2021,FALSE,pleasant,chocolate,moderate
AMIRIM,09/04/2021,FALSE,pleasant,chocolate,moderate
ANI'AM,10/04/2021,FALSE,pleasant,berries,moderate
ATERET,10/04/2021,FALSE,pleasant,strawberry,moderate
ANI'AM,10/04/2021,FALSE,pleasant,berries,moderate
ANI'AM,10/04/2021,FALSE,pleasant,vanilla,moderate
ATERET,10/04/2021,FALSE,pleasant,oreo,moderate
ALMAGOR,10/04/2021,FALSE,pleasant,chocolate,moderate
ATERET,10/04/2021,FALSE,pleasant,strawberry,moderate
ALUMMOT,10/04/2021,FALSE,pleasant,berries,moderate
ASHDOD,10/04/2021,FALSE,pleasant,chocolate,moderate
ABU QUREINAT,10/04/2021,FALSE,pleasant,chocolate,moderate
AR'ARA-BANEGEV,10/04/2021,FALSE,pleasant,berries,moderate
AMIRIM,10/04/2021,FALSE,pleasant,strawberry,moderate
ALUMMOT,10/04/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,11/04/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,11/04/2021,FALSE,pleasant,vanilla,moderate
ARUGOT,11/04/2021,FALSE,pleasant,vanilla,moderate
AVDON,11/04/2021,FALSE,pleasant,strawberry,moderate
ARI'EL,11/04/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,11/04/2021,FALSE,pleasant,vanilla,moderate
ATERET,11/04/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,11/04/2021,FALSE,pleasant,oreo,moderate
AZARYA,12/04/2021,FALSE,pleasant,berries,moderate
ALMAGOR,12/04/2021,FALSE,pleasant,strawberry,moderate
AMMI'AD,12/04/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,12/04/2021,FALSE,pleasant,vanilla,moderate
ARBEL,12/04/2021,FALSE,pleasant,oreo,moderate
ALLON SHEVUT,12/04/2021,FALSE,pleasant,berries,moderate
ASHDOD,13/04/2021,FALSE,pleasant,berries,moderate
AMMI'AD,13/04/2021,FALSE,pleasant,strawberry,moderate
AVTALYON,13/04/2021,FALSE,pleasant,oreo,moderate
AVDON,13/04/2021,FALSE,pleasant,strawberry,moderate
BAR GIYYORA,13/04/2021,FALSE,pleasant,oreo,moderate
ALUMMOT,13/04/2021,FALSE,pleasant,vanilla,moderate
ADI,13/04/2021,FALSE,pleasant,berries,moderate
BAR GIYYORA,13/04/2021,FALSE,pleasant,berries,moderate
AVI'EZER,13/04/2021,FALSE,pleasant,vanilla,moderate
BAR GIYYORA,13/04/2021,FALSE,pleasant,berries,moderate
AL-AZY,13/04/2021,FALSE,pleasant,strawberry,moderate
BAR YOHAY,13/04/2021,FALSE,pleasant,strawberry,moderate
ABU QUREINAT,13/04/2021,FALSE,pleasant,strawberry,moderate
BAR GIYYORA,14/04/2021,TRUE,pleasant,strawberry,very high
ATERET,14/04/2021,TRUE,pleasant,chocolate,very high
AVTALYON,14/04/2021,TRUE,pleasant,strawberry,very high
AVENAT,14/04/2021,TRUE,pleasant,strawberry,very high
ASHDOD,14/04/2021,TRUE,pleasant,chocolate,high
AMMI'OZ,14/04/2021,FALSE,pleasant,strawberry,moderate
AMMI'AD,14/04/2021,TRUE,pleasant,vanilla,very high
AMIRIM,14/04/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,14/04/2021,TRUE,pleasant,chocolate,very high
AHUZZAM,14/04/2021,TRUE,pleasant,oreo,high
ALUMMOT,14/04/2021,TRUE,pleasant,berries,high
BAR GIYYORA,14/04/2021,TRUE,pleasant,berries,very high
AHUZZAM,14/04/2021,TRUE,pleasant,strawberry,very high
BAR GIYYORA,14/04/2021,TRUE,pleasant,chocolate,very high
ADI,14/04/2021,TRUE,pleasant,berries,very high
ATERET,14/04/2021,TRUE,pleasant,chocolate,high
ATERET,14/04/2021,TRUE,pleasant,berries,very high
AFIQ,14/04/2021,TRUE,pleasant,chocolate,high
ADDIRIM,14/04/2021,TRUE,pleasant,chocolate,very high
ATLIT,14/04/2021,FALSE,pleasant,berries,moderate
ATERET,14/04/2021,TRUE,pleasant,strawberry,high
ALUMMOT,14/04/2021,FALSE,pleasant,chocolate,moderate
ARSUF,14/04/2021,TRUE,pleasant,berries,very high
AVSHALOM,14/04/2021,TRUE,pleasant,oreo,very high
AL-AZY,14/04/2021,TRUE,pleasant,berries,high
ATERET,14/04/2021,FALSE,pleasant,vanilla,moderate
AMMI'AD,14/04/2021,TRUE,pleasant,vanilla,very high
ATSMON SEGEV,14/04/2021,FALSE,pleasant,oreo,moderate
ARAMSHA,14/04/2021,TRUE,pleasant,vanilla,high
AVIHAYIL,14/04/2021,TRUE,pleasant,berries,very high
ALFE MENASHE,14/04/2021,TRUE,pleasant,berries,high
BAR GIYYORA,14/04/2021,TRUE,pleasant,vanilla,very high
BAR GIYYORA,14/04/2021,TRUE,pleasant,oreo,very high
ALMAGOR,14/04/2021,TRUE,pleasant,strawberry,very high
ABU QUREINAT,14/04/2021,FALSE,pleasant,berries,moderate
ARAMSHA,14/04/2021,TRUE,pleasant,chocolate,high
ALMAGOR,14/04/2021,TRUE,pleasant,vanilla,high
ARAB AL NAIM,14/04/2021,TRUE,pleasant,oreo,very high
ASHDOD,14/04/2021,TRUE,pleasant,chocolate,high
AZRI'EL,14/04/2021,TRUE,pleasant,oreo,very high
ALMAGOR,14/04/2021,TRUE,pleasant,vanilla,very high
ARGAMAN,14/04/2021,TRUE,pleasant,strawberry,very high
ALUMMOT,14/04/2021,TRUE,pleasant,berries,high
AHUZZAM,14/04/2021,TRUE,pleasant,berries,very high
ARBEL,14/04/2021,TRUE,pleasant,oreo,very high
ABU TULUL,14/04/2021,TRUE,pleasant,berries,high
AMMI'OZ,14/04/2021,TRUE,pleasant,chocolate,high
ALMAGOR,14/04/2021,FALSE,pleasant,chocolate,moderate
AMNUN,14/04/2021,TRUE,pleasant,vanilla,high
ALMAGOR,14/04/2021,TRUE,pleasant,berries,high
ALE ZAHAV,14/04/2021,TRUE,pleasant,strawberry,high
ATERET,14/04/2021,FALSE,pleasant,chocolate,moderate
ALMAGOR,14/04/2021,TRUE,pleasant,vanilla,very high
ARBEL,14/04/2021,TRUE,pleasant,berries,high
AHUZZAM,14/04/2021,TRUE,pleasant,chocolate,high
ASHDOD,14/04/2021,TRUE,pleasant,vanilla,high
ATERET,14/04/2021,TRUE,pleasant,chocolate,very high
ALMAGOR,14/04/2021,TRUE,pleasant,vanilla,very high
ALLON SHEVUT,14/04/2021,TRUE,pleasant,oreo,high
AMMI'AD,15/04/2021,FALSE,pleasant,strawberry,moderate
AVSHALOM,15/04/2021,FALSE,pleasant,chocolate,moderate
ABBIRIM,15/04/2021,TRUE,pleasant,strawberry,very high
AMMI'AD,15/04/2021,TRUE,pleasant,berries,very high
BAR GIYYORA,15/04/2021,TRUE,pleasant,chocolate,high
ABBIRIM,15/04/2021,TRUE,pleasant,oreo,high
BAR GIYYORA,15/04/2021,TRUE,pleasant,strawberry,very high
AZRIQAM,15/04/2021,TRUE,pleasant,oreo,high
ALUMMOT,15/04/2021,TRUE,pleasant,berries,high
AMMI'AD,15/04/2021,FALSE,pleasant,vanilla,moderate
ASHDOD,15/04/2021,TRUE,pleasant,oreo,high
ALUMMOT,15/04/2021,TRUE,pleasant,chocolate,high
AKKO,15/04/2021,TRUE,pleasant,strawberry,high
